,Date,Index,Inflation
840,1983-01-01,97.8,0.2
841,1983-02-01,97.9,0.1
842,1983-03-01,97.9,0.0
843,1983-04-01,98.6,0.72
844,1983-05-01,99.2,0.61
845,1983-06-01,99.5,0.3
846,1983-07-01,99.9,0.4
847,1983-08-01,100.2,0.3
848,1983-09-01,100.7,0.5
849,1983-10-01,101.0,0.3
850,1983-11-01,101.2,0.2
851,1983-12-01,101.3,0.1
852,1984-01-01,101.9,0.59
853,1984-02-01,102.4,0.49
854,1984-03-01,102.6,0.2
855,1984-04-01,103.1,0.49
856,1984-05-01,103.4,0.29
857,1984-06-01,103.7,0.29
858,1984-07-01,104.1,0.39
859,1984-08-01,104.5,0.38
860,1984-09-01,105.0,0.48
861,1984-10-01,105.3,0.29
862,1984-11-01,105.3,0.0
863,1984-12-01,105.3,0.0
864,1985-01-01,105.5,0.19
865,1985-02-01,106.0,0.47
866,1985-03-01,106.4,0.38
867,1985-04-01,106.9,0.47
868,1985-05-01,107.3,0.37
869,1985-06-01,107.6,0.28
870,1985-07-01,107.8,0.19
871,1985-08-01,108.0,0.19
872,1985-09-01,108.3,0.28
873,1985-10-01,108.7,0.37
874,1985-11-01,109.0,0.28
875,1985-12-01,109.3,0.28
876,1986-01-01,109.6,0.27
877,1986-02-01,109.3,-0.27
878,1986-03-01,108.8,-0.46
879,1986-04-01,108.6,-0.18
880,1986-05-01,108.9,0.28
881,1986-06-01,109.5,0.55
882,1986-07-01,109.5,0.0
883,1986-08-01,109.7,0.18
884,1986-09-01,110.2,0.46
885,1986-10-01,110.3,0.09
886,1986-11-01,110.4,0.09
887,1986-12-01,110.5,0.09
888,1987-01-01,111.2,0.63
889,1987-02-01,111.6,0.36
890,1987-03-01,112.1,0.45
891,1987-04-01,112.7,0.54
892,1987-05-01,113.1,0.35
893,1987-06-01,113.5,0.35
894,1987-07-01,113.8,0.26
895,1987-08-01,114.4,0.53
896,1987-09-01,115.0,0.52
897,1987-10-01,115.3,0.26
898,1987-11-01,115.4,0.09
899,1987-12-01,115.4,0.0
900,1988-01-01,115.7,0.26
901,1988-02-01,116.0,0.26
902,1988-03-01,116.5,0.43
903,1988-04-01,117.1,0.52
904,1988-05-01,117.5,0.34
905,1988-06-01,118.0,0.43
906,1988-07-01,118.5,0.42
907,1988-08-01,119.0,0.42
908,1988-09-01,119.8,0.67
909,1988-10-01,120.2,0.33
910,1988-11-01,120.3,0.08
911,1988-12-01,120.5,0.17
912,1989-01-01,121.1,0.5
913,1989-02-01,121.6,0.41
914,1989-03-01,122.3,0.58
915,1989-04-01,123.1,0.65
916,1989-05-01,123.8,0.57
917,1989-06-01,124.1,0.24
918,1989-07-01,124.4,0.24
919,1989-08-01,124.6,0.16
920,1989-09-01,125.0,0.32
921,1989-10-01,125.6,0.48
922,1989-11-01,125.9,0.24
923,1989-12-01,126.1,0.16
924,1990-01-01,127.4,1.03
925,1990-02-01,128.0,0.47
926,1990-03-01,128.7,0.55
927,1990-04-01,128.9,0.16
928,1990-05-01,129.2,0.23
929,1990-06-01,129.9,0.54
930,1990-07-01,130.4,0.38
931,1990-08-01,131.6,0.92
932,1990-09-01,132.7,0.84
933,1990-10-01,133.5,0.6
934,1990-11-01,133.8,0.22
935,1990-12-01,133.8,0.0
936,1991-01-01,134.6,0.6
937,1991-02-01,134.8,0.15
938,1991-03-01,135.0,0.15
939,1991-04-01,135.2,0.15
940,1991-05-01,135.6,0.3
941,1991-06-01,136.0,0.29
942,1991-07-01,136.2,0.15
943,1991-08-01,136.6,0.29
944,1991-09-01,137.2,0.44
945,1991-10-01,137.4,0.15
946,1991-11-01,137.8,0.29
947,1991-12-01,137.9,0.07
948,1992-01-01,138.1,0.15
949,1992-02-01,138.6,0.36
950,1992-03-01,139.3,0.51
951,1992-04-01,139.5,0.14
952,1992-05-01,139.7,0.14
953,1992-06-01,140.2,0.36
954,1992-07-01,140.5,0.21
955,1992-08-01,140.9,0.28
956,1992-09-01,141.3,0.28
957,1992-10-01,141.8,0.35
958,1992-11-01,142.0,0.14
959,1992-12-01,141.9,-0.07
960,1993-01-01,142.6,0.49
961,1993-02-01,143.1,0.35
962,1993-03-01,143.6,0.35
963,1993-04-01,144.0,0.28
964,1993-05-01,144.2,0.14
965,1993-06-01,144.4,0.14
966,1993-07-01,144.4,0.0
967,1993-08-01,144.8,0.28
968,1993-09-01,145.1,0.21
969,1993-10-01,145.7,0.41
970,1993-11-01,145.8,0.07
971,1993-12-01,145.8,0.0
972,1994-01-01,146.2,0.27
973,1994-02-01,146.7,0.34
974,1994-03-01,147.2,0.34
975,1994-04-01,147.4,0.14
976,1994-05-01,147.5,0.07
977,1994-06-01,148.0,0.34
978,1994-07-01,148.4,0.27
979,1994-08-01,149.0,0.4
980,1994-09-01,149.4,0.27
981,1994-10-01,149.5,0.07
982,1994-11-01,149.7,0.13
983,1994-12-01,149.7,0.0
984,1995-01-01,150.3,0.4
985,1995-02-01,150.9,0.4
986,1995-03-01,151.4,0.33
987,1995-04-01,151.9,0.33
988,1995-05-01,152.2,0.2
989,1995-06-01,152.5,0.2
990,1995-07-01,152.5,0.0
991,1995-08-01,152.9,0.26
992,1995-09-01,153.2,0.2
993,1995-10-01,153.7,0.33
994,1995-11-01,153.6,-0.07
995,1995-12-01,153.5,-0.07
996,1996-01-01,154.4,0.59
997,1996-02-01,154.9,0.32
998,1996-03-01,155.7,0.52
999,1996-04-01,156.3,0.39
1000,1996-05-01,156.6,0.19
1001,1996-06-01,156.7,0.06
1002,1996-07-01,157.0,0.19
1003,1996-08-01,157.3,0.19
1004,1996-09-01,157.8,0.32
1005,1996-10-01,158.3,0.32
1006,1996-11-01,158.6,0.19
1007,1996-12-01,158.6,0.0
1008,1997-01-01,159.1,0.32
1009,1997-02-01,159.6,0.31
1010,1997-03-01,160.0,0.25
1011,1997-04-01,160.2,0.12
1012,1997-05-01,160.1,-0.06
1013,1997-06-01,160.3,0.12
1014,1997-07-01,160.5,0.12
1015,1997-08-01,160.8,0.19
1016,1997-09-01,161.2,0.25
1017,1997-10-01,161.6,0.25
1018,1997-11-01,161.5,-0.06
1019,1997-12-01,161.3,-0.12
1020,1998-01-01,161.6,0.19
1021,1998-02-01,161.9,0.19
1022,1998-03-01,162.2,0.19
1023,1998-04-01,162.5,0.18
1024,1998-05-01,162.8,0.18
1025,1998-06-01,163.0,0.12
1026,1998-07-01,163.2,0.12
1027,1998-08-01,163.4,0.12
1028,1998-09-01,163.6,0.12
1029,1998-10-01,164.0,0.24
1030,1998-11-01,164.0,0.0
1031,1998-12-01,163.9,-0.06
1032,1999-01-01,164.3,0.24
1033,1999-02-01,164.5,0.12
1034,1999-03-01,165.0,0.3
1035,1999-04-01,166.2,0.73
1036,1999-05-01,166.2,0.0
1037,1999-06-01,166.2,0.0
1038,1999-07-01,166.7,0.3
1039,1999-08-01,167.1,0.24
1040,1999-09-01,167.9,0.48
1041,1999-10-01,168.2,0.18
1042,1999-11-01,168.3,0.06
1043,1999-12-01,168.3,0.0
1044,2000-01-01,168.8,0.3
1045,2000-02-01,169.8,0.59
1046,2000-03-01,171.2,0.82
1047,2000-04-01,171.3,0.06
1048,2000-05-01,171.5,0.12
1049,2000-06-01,172.4,0.52
1050,2000-07-01,172.8,0.23
1051,2000-08-01,172.8,0.0
1052,2000-09-01,173.7,0.52
1053,2000-10-01,174.0,0.17
1054,2000-11-01,174.1,0.06
1055,2000-12-01,174.0,-0.06
1056,2001-01-01,175.1,0.63
1057,2001-02-01,175.8,0.4
1058,2001-03-01,176.2,0.23
1059,2001-04-01,176.9,0.4
1060,2001-05-01,177.7,0.45
1061,2001-06-01,178.0,0.17
1062,2001-07-01,177.5,-0.28
1063,2001-08-01,177.5,0.0
1064,2001-09-01,178.3,0.45
1065,2001-10-01,177.7,-0.34
1066,2001-11-01,177.4,-0.17
1067,2001-12-01,176.7,-0.39
1068,2002-01-01,177.1,0.23
1069,2002-02-01,177.8,0.4
1070,2002-03-01,178.8,0.56
1071,2002-04-01,179.8,0.56
1072,2002-05-01,179.8,0.0
1073,2002-06-01,179.9,0.06
1074,2002-07-01,180.1,0.11
1075,2002-08-01,180.7,0.33
1076,2002-09-01,181.0,0.17
1077,2002-10-01,181.3,0.17
1078,2002-11-01,181.3,0.0
1079,2002-12-01,180.9,-0.22
1080,2003-01-01,181.7,0.44
1081,2003-02-01,183.1,0.77
1082,2003-03-01,184.2,0.6
1083,2003-04-01,183.8,-0.22
1084,2003-05-01,183.5,-0.16
1085,2003-06-01,183.7,0.11
1086,2003-07-01,183.9,0.11
1087,2003-08-01,184.6,0.38
1088,2003-09-01,185.2,0.33
1089,2003-10-01,185.0,-0.11
1090,2003-11-01,184.5,-0.27
1091,2003-12-01,184.3,-0.11
1092,2004-01-01,185.2,0.49
1093,2004-02-01,186.2,0.54
1094,2004-03-01,187.4,0.64
1095,2004-04-01,188.0,0.32
1096,2004-05-01,189.1,0.59
1097,2004-06-01,189.7,0.32
1098,2004-07-01,189.4,-0.16
1099,2004-08-01,189.5,0.05
1100,2004-09-01,189.9,0.21
1101,2004-10-01,190.9,0.53
1102,2004-11-01,191.0,0.05
1103,2004-12-01,190.3,-0.37
1104,2005-01-01,190.7,0.21
1105,2005-02-01,191.8,0.58
1106,2005-03-01,193.3,0.78
1107,2005-04-01,194.6,0.67
1108,2005-05-01,194.4,-0.1
1109,2005-06-01,194.5,0.05
1110,2005-07-01,195.4,0.46
1111,2005-08-01,196.4,0.51
1112,2005-09-01,198.8,1.22
1113,2005-10-01,199.2,0.2
1114,2005-11-01,197.6,-0.8
1115,2005-12-01,196.8,-0.4
1116,2006-01-01,198.3,0.76
1117,2006-02-01,198.7,0.2
1118,2006-03-01,199.8,0.55
1119,2006-04-01,201.5,0.85
1120,2006-05-01,202.5,0.5
1121,2006-06-01,202.9,0.2
1122,2006-07-01,203.5,0.3
1123,2006-08-01,203.9,0.2
1124,2006-09-01,202.9,-0.49
1125,2006-10-01,201.8,-0.54
1126,2006-11-01,201.5,-0.15
1127,2006-12-01,201.8,0.15
1128,2007-01-01,202.416,0.31
1129,2007-02-01,203.499,0.54
1130,2007-03-01,205.352,0.91
1131,2007-04-01,206.686,0.65
1132,2007-05-01,207.949,0.61
1133,2007-06-01,208.352,0.19
1134,2007-07-01,208.299,-0.03
1135,2007-08-01,207.917,-0.18
1136,2007-09-01,208.49,0.28
1137,2007-10-01,208.936,0.21
1138,2007-11-01,210.177,0.59
1139,2007-12-01,210.036,-0.07
1140,2008-01-01,211.08,0.5
1141,2008-02-01,211.693,0.29
1142,2008-03-01,213.528,0.87
1143,2008-04-01,214.823,0.61
1144,2008-05-01,216.632,0.84
1145,2008-06-01,218.815,1.01
1146,2008-07-01,219.964,0.53
1147,2008-08-01,219.086,-0.4
1148,2008-09-01,218.783,-0.14
1149,2008-10-01,216.573,-1.01
1150,2008-11-01,212.425,-1.92
1151,2008-12-01,210.228,-1.03
1152,2009-01-01,211.143,0.44
1153,2009-02-01,212.193,0.5
1154,2009-03-01,212.709,0.24
1155,2009-04-01,213.24,0.25
1156,2009-05-01,213.856,0.29
1157,2009-06-01,215.693,0.86
1158,2009-07-01,215.351,-0.16
1159,2009-08-01,215.834,0.22
1160,2009-09-01,215.969,0.06
1161,2009-10-01,216.177,0.1
1162,2009-11-01,216.33,0.07
1163,2009-12-01,215.949,-0.18
1164,2010-01-01,216.687,0.34
1165,2010-02-01,216.741,0.02
1166,2010-03-01,217.631,0.41
1167,2010-04-01,218.009,0.17
1168,2010-05-01,218.178,0.08
1169,2010-06-01,217.965,-0.1
1170,2010-07-01,218.011,0.02
1171,2010-08-01,218.312,0.14
1172,2010-09-01,218.439,0.06
1173,2010-10-01,218.711,0.12
1174,2010-11-01,218.803,0.04
1175,2010-12-01,219.179,0.17
1176,2011-01-01,220.223,0.48
1177,2011-02-01,221.309,0.49
1178,2011-03-01,223.467,0.98
1179,2011-04-01,224.906,0.64
1180,2011-05-01,225.964,0.47
1181,2011-06-01,225.722,-0.11
1182,2011-07-01,225.922,0.09
1183,2011-08-01,226.545,0.28
1184,2011-09-01,226.889,0.15
1185,2011-10-01,226.421,-0.21
1186,2011-11-01,226.23,-0.08
1187,2011-12-01,225.672,-0.25
1188,2012-01-01,226.665,0.44
1189,2012-02-01,227.663,0.44
1190,2012-03-01,229.392,0.76
1191,2012-04-01,230.085,0.3
1192,2012-05-01,229.815,-0.12
1193,2012-06-01,229.478,-0.15
1194,2012-07-01,229.104,-0.16
1195,2012-08-01,230.379,0.56
1196,2012-09-01,231.407,0.45
1197,2012-10-01,231.317,-0.04
1198,2012-11-01,230.221,-0.47
1199,2012-12-01,229.601,-0.27
1200,2013-01-01,230.28,0.3
1201,2013-02-01,232.166,0.82
1202,2013-03-01,232.773,0.26
1203,2013-04-01,232.531,-0.1
1204,2013-05-01,232.945,0.18
1205,2013-06-01,233.504,0.24
1206,2013-07-01,233.596,0.04
1207,2013-08-01,233.877,0.12
1208,2013-09-01,234.149,0.12
1209,2013-10-01,233.546,-0.26
1210,2013-11-01,233.069,-0.2
1211,2013-12-01,233.049,-0.01
1212,2014-01-01,233.916,0.37
